url,article_id,article_author,article_title,article_date,article_content,ip,message_count,messages
https://www.ptt.cc/bbs/NBA_Film/M.1624076374.A.116.html,M.1624076374.A.116,kevinwei223 (CurryForThree),[高光] Seth Curry 24pts 6threes,Sat Jun 19 12:19:32 2021,"頻道名稱： NBA Highlights 頻道連結： https://youtu.be/Xq9GMKf98C8 簡短敘述： 手感火燙到不行的curry，關鍵第六戰一樣站出來，外線連發，將系列賽逼入生死第七戰。有一球西門轉頭hand off順便幫Curry擋人噴三分，根本就是勇士咖哩綠的必殺招，看了真舒服R。



Sent from JPTT on my Samsung SMA515F.

 https://www.ptt.cc/bbs/NBA_Film/M.1624076374.A.116.html",1.200.14.116,"{'all': 9, 'count': 5, 'push': 5, 'boo': 0, 'neutral': 4}","[{'push_tag': '推', 'push_userid': 'ShibainuLee', 'push_content': 'FMVP gogo', 'push_ipdatetime': '06/19 12:37'}, {'push_tag': '推', 'push_userid': 'blackj14go', 'push_content': '叫Curry的都準', 'push_ipdatetime': '06/19 12:49'}, {'push_tag': '推', 'push_userid': 'SilenceWFL', 'push_content': '靠北 根本平民版steph', 'push_ipdatetime': '06/19 15:51'}, {'push_tag': '→', 'push_userid': 'SilenceWFL', 'push_content': '而且ben的hand off直接抄嘴綠的用法吧', 'push_ipdatetime': '06/19 15:51'}, {'push_tag': '→', 'push_userid': 'fahrenheit', 'push_content': '不幸版他哥', 'push_ipdatetime': '06/19 15:51'}, {'push_tag': '→', 'push_userid': 'EQUP', 'push_content': '以後他就是正牌咖哩，另一個就叫seth他哥', 'push_ipdatetime': '06/19 17:46'}, {'push_tag': '推', 'push_userid': 's50101', 'push_content': '倆兄弟今年表現都很不錯', 'push_ipdatetime': '06/20 02:17'}, {'push_tag': '推', 'push_userid': 'turnpoint', 'push_content': '當年他哥說沒錢的可以去他弟的訓練營，現在他弟的訓', 'push_ipdatetime': '06/20 13:13'}, {'push_tag': '→', 'push_userid': 'turnpoint', 'push_content': '練營也要漲價了', 'push_ipdatetime': '06/20 13:13'}]"
